Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze museali, dove 1 significa ""per nulla"" e 10 ""moltissimo"".";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esposizioni museali? ;"6. Quanto frequentemente visiti i musei o le mostre culturali in generale? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante la visita guidata al museo tradizionale? Valuta su una scala da 1 a 10.;8. Ritieni che le spiegazioni fornite dalla guida siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita.;9. Durante la visita, hai percepito difficoltà nel mantenere l’attenzione? Su una scala da 1 a 10.;10. Quanto ritieni che l’esposizione degli oggetti storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante la visita tradizionale? Valuta su una scala da 1 a 10.;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti della guida museale tradizionale al MuSEd hai trovato più utili per l’apprendimento?;14. Quanto riterresti utile l’uso della VR per spiegare l’evoluzione degli strumenti educativi rispetto all’esposizione fisica degli oggetti?;1. Quando è stato fondato il primo Museo d'Istruzione e di Educazione?;2. Chi fu il fondatore del primo Museo d'Istruzione e di Educazione?;3. Qual è il principale contributo di Maria Montessori all'educazione?;4. Chi progettò i banchi scolastici per le scuole dei contadini dell’Agro Romano? ;5.  Chi decorò le scuole dell’Agro Romano ?;6. Qual era la caratteristica principale della cassettiera montessoriana?;7.  Chi è l’autore dell’opera: l'albero di Pinocchio, conservato al MUSED?;8. Come si differenziava il banco della scuola urbana di Marcucci da quello rurale ?;9. Chi utilizzava principalmente i go kart all'inizio del XX secolo?
tradizionale;17/05/2025 22:04;67;M;Licenza media;1;8;3;2;2;1;2;5;Reazioni ambientali realistiche e possibilità di fare domande;Interazioni con la guida;10;1884;Giovanni Cena;L'uso di materiali sensoriali;Sibilla Aleramo;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;11/03/2025 22:54;67;M;Laurea triennale;1;2;3;2;2;1;2;2;Guide virtuali parlanti e modalità fotografica;Interazioni con la guida;5;1884;Maria Montessori;L'uso di materiali sensoriali;Sibilla Aleramo;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;25/03/2025 00:14;67;NON SPECIFICATO;Diploma superiore;1;9;5;2;10;1;2;10;Modalità accessibile e riconoscimento facciale per emozioni;Esposizioni fisiche;7;1907;Maria Montessori;La costruzione di scuole in muratura;Duilio Cambellotti;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;04/12/2024 00:20;67;M;Laurea triennale;1;2;3;2;2;1;2;5;Visite notturne simulate e incontri con avatar storici;Esposizioni fisiche;3;1907;Maria Montessori;L'uso di materiali sensoriali;Sibilla Aleramo;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;05/12/2024 00:32;67;M;Laurea triennale;1;2;3;2;2;1;2;9;Accesso a documentari e scenari animati;Interazioni con la guida;3;1907;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;22/01/2025 01:04;67;M;Laurea triennale;1;9;10;2;8;1;2;6;Scelta del livello di dettaglio e esperienze in prima persona;Interazioni con la guida;7;1907;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;12/01/2025 01:11;67;M;Laurea triennale;1;2;3;2;2;1;2;3;Esperienze multisensoriali e contenuti adattivi all'età;Interazioni con la guida;5;1874;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;02/03/2025 01:47;67;M;Laurea triennale;9;2;10;2;2;1;6;3;Contenuti adattivi all'età e visite in tempo reale con amici;Esposizioni fisiche;4;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Duilio Cambellotti;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;16/12/2024 01:59;67;M;Laurea triennale;1;2;3;2;2;1;2;2;non so;Esposizioni fisiche;3;1874;Ruggiero Bonghi;L'uso di materiali sensoriali;Sibilla Aleramo;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;21/05/2025 02:05;67;M;Laurea triennale;1;2;3;2;2;1;2;7;Gamification educativa e visite notturne simulate;Interazioni con la guida;1;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Alessandro Marcucci;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;22/01/2025 12:35;68;M;Laurea triennale;1;2;3;2;2;1;2;1;non so;Spiegazioni vocali;7;1912;Giovanni Cena;L'uso di materiali sensoriali;Giovanni Cena;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;12/05/2025 13:00;68;M;Laurea triennale;1;2;3;2;2;1;2;3;Riproduzione di eventi storici;Esposizioni fisiche;4;1912;Giovanni Cena;La costruzione di scuole in muratura;Duilio Cambellotti;Giovanni Cena;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;09/12/2024 13:17;68;M;Diploma superiore;1;2;3;2;2;1;1;10;Contenuti storici dinamici e possibilità di fare domande;Interazioni con la guida;4;1907;Maria Montessori;L'uso di materiali sensoriali;Duilio Cambellotti;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;15/12/2024 13:37;68;M;Laurea triennale;1;2;3;2;2;1;2;2;non so;Interazioni con la guida;6;1874;Giovanni Cena;L'uso di materiali sensoriali;Giovanni Cena;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;10/12/2024 15:14;68;NON SPECIFICATO;Laurea magistrale;7;2;6;4;3;1;2;7;Scenari animati e esperienze in prima persona;Spiegazioni vocali;9;1884;Maria Montessori;La costruzione di scuole in muratura;Sibilla Aleramo;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;12/04/2025 15:48;68;M;Laurea magistrale;9;2;3;6;9;3;2;4;Tecnologia vocale e supporto a haptic feedback;Interazioni con la guida;10;1884;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;07/02/2025 16:13;68;M;Licenza media;1;2;3;2;7;1;2;4;non so;Spiegazioni vocali;4;1912;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;04/05/2025 16:18;68;M;Laurea triennale;1;2;3;2;2;1;2;3;Chat con esperti e modalità accessibile;Spiegazioni vocali;9;1912;Duilio Cambellotti;La costruzione di scuole in muratura;Giovanni Cena;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;05/04/2025 16:19;68;M;Laurea triennale;6;8;3;2;4;1;2;8;Traduzione simultanea e visite guidate registrate;Interazioni con la guida;3;1874;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;22/12/2024 16:20;68;M;Laurea triennale;1;2;3;2;2;1;2;1;Accesso a documenti d'archivio e accesso offline;Interazioni con la guida;4;1884;Giovanni Cena;La promozione del fascismo nelle scuole;Sibilla Aleramo;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;16/03/2025 16:23;68;M;Laurea triennale;1;2;3;2;2;1;2;4;Modalità realtà mista e traduzione simultanea;Spiegazioni vocali;6;1912;Giovanni Cena;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Giovanni Cena;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;17/01/2025 16:34;68;M;Laurea triennale;1;2;3;2;2;1;2;10;Visione a raggi X degli oggetti;Altro;8;1912;Giovanni Cena;La costruzione di scuole in muratura;Giovanni Cena;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;17/01/2025 17:46;68;NON SPECIFICATO;Laurea triennale;1;2;3;2;2;1;2;10;Collezioni temporanee interattive e modalità esperto;Interazioni con la guida;2;1874;Duilio Cambellotti;L'uso di materiali sensoriali;Alessandro Marcucci;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;08/02/2025 17:56;68;M;Laurea triennale;1;2;3;2;2;1;2;9;Ricostruzioni 3D dettagliate e più interazione con gli oggetti;Spiegazioni vocali;5;1874;Giovanni Cena;La promozione del fascismo nelle scuole;Giovanni Cena;Angelo Celli;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;10/01/2025 20:18;68;M;Laurea triennale;1;2;3;2;2;1;2;8;Sincronizzazione con l'app mobile e visione a raggi x degli oggetti;Spiegazioni vocali;3;1912;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;06/05/2025 20:54;68;M;Laurea triennale;9;2;4;6;6;1;2;7;Modalità cooperativa e interazione con strumenti antichi;Esposizioni fisiche;9;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Giovanni Cena;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;21/04/2025 21:56;68;M;Laurea triennale;1;2;3;2;2;1;2;9;Supporto per visori diversi e modalità realtà mista;Altro;3;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Giovanni Cena;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;29/05/2025 22:58;68;M;Laurea triennale;1;2;3;2;2;1;2;8;Accesso a documentari e scenari animati;Esposizioni fisiche;9;1912;Giovanni Cena;La costruzione di scuole in muratura;Sibilla Aleramo;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;09/04/2025 00:45;68;M;Laurea triennale;7;2;3;2;2;1;2;7;Chat con esperti e più interazione con gli oggetti;Spiegazioni vocali;9;1912;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;07/04/2025 01:15;68;M;Laurea triennale;1;2;3;2;2;1;2;5;Accesso a documenti d'archivio e visite in tempo reale con amici;Esposizioni fisiche;9;1907;Ruggiero Bonghi;L'uso di materiali sensoriali;Duilio Cambellotti;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;09/02/2025 12:18;69;F;Laurea magistrale;1;2;3;7;2;1;2;3;Possibilità di fare domande e simulazioni storiche in tempo reale;Altro;5;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;23/05/2025 13:33;69;NON SPECIFICATO;Laurea magistrale;1;2;3;2;4;1;2;9;Tracce audio storiche e supporto a haptic feedback;Interazioni con la guida;3;1907;Giovanni Cena;La promozione del fascismo nelle scuole;Alessandro Marcucci;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;18/03/2025 16:28;69;M;Laurea triennale;1;2;3;2;2;1;2;9;Interazione con strumenti antichi e sincronizzazione con l'app mobile;Altro;9;1907;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Giovanni Cena;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;17/03/2025 16:44;69;M;Laurea triennale;1;2;3;2;2;1;2;7;Modalità accessibile e accesso a documenti d'archivio;Esposizioni fisiche;5;1912;Ruggiero Bonghi;La costruzione di scuole in muratura;Sibilla Aleramo;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;06/04/2025 17:00;69;M;Laurea triennale;1;2;3;2;2;1;2;10;Visione a raggi X degli oggetti e esperienza per bambini;Interazioni con la guida;9;1912;Ruggiero Bonghi;La costruzione di scuole in muratura;Alessandro Marcucci;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;16/12/2024 17:53;69;M;Laurea triennale;1;2;3;2;2;1;2;6;Traduzione simultanea e guide virtuali parlanti;Esposizioni fisiche;5;1884;Giovanni Cena;La promozione del fascismo nelle scuole;Sibilla Aleramo;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;08/02/2025 18:02;69;M;Laurea triennale;1;2;3;2;2;6;2;3;Traduzione simultanea e guide virtuali parlanti;Interazioni con la guida;3;1884;Duilio Cambellotti;L'uso di materiali sensoriali;Sibilla Aleramo;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;13/03/2025 19:30;69;M;Laurea triennale;1;2;3;2;2;1;2;4;Accesso a documenti d'archivio e visite in tempo reale con amici;Spiegazioni vocali;6;1912;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;06/03/2025 19:49;69;M;Laurea triennale;1;2;4;2;2;1;2;4;Esperienze in prima persona e accesso offline;Spiegazioni vocali;6;1884;Maria Montessori;La costruzione di scuole in muratura;Duilio Cambellotti;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;12/05/2025 20:25;69;M;Laurea triennale;1;2;3;2;2;1;2;6;non so;Esposizioni fisiche;4;1884;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;01/02/2025 20:54;69;M;Laurea triennale;1;2;3;2;2;1;2;6;Interazione con strumenti antichi e esperienze tematiche;Spiegazioni vocali;10;1907;Duilio Cambellotti;La costruzione di scuole in muratura;Duilio Cambellotti;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;14/05/2025 23:04;69;M;Laurea magistrale;4;4;8;2;2;1;3;6;Interazioni con altri visitatori e modalità fotografica;Altro;8;1884;Maria Montessori;L'uso di materiali sensoriali;Sibilla Aleramo;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
