Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze di realtà virtuale, dove 1 significa ""per nulla"" e 10 ""moltissimo""";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esperienze VR educative?;"6. Quanto frequentemente utilizzi tecnologie di realtà virtuale o esperienze immersive? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante l'esperienza nel museo VR con gli avatar AI? Valuta su una scala da 1 a 10;8. Ritieni che le spiegazioni fornite dagli avatar AI siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita;9. Durante l'esperienza VR, hai percepito difficoltà nel mantenere l'attenzione? Su una scala da 1 a 10;10. Quanto ritieni che la ricostruzione virtuale degli ambienti educativi storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante l'esperienza VR? Valuta su una scala da 1 a 10;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti dell'esperienza VR con gli avatar AI hai trovato più utili per l'apprendimento?;14. Quanto riterresti utile l'uso della VR con avatar AI per spiegare l'evoluzione degli strumenti educativi rispetto alla visita museale tradizionale?;1. Chi era Duilio Cambellotti, che ti ha guidato nella sala della scuola contadina dell'Agro romano?;2.  Quale ruolo aveva il teatrino nella scuola di inizio XX secolo ?;3. Giuseppe Lombardo Radice, che ti ha accompagnato nell'area della scuola popolare, è noto per:;4.  A cosa serviva il banco della scuola rurale di Marcucci ?;5. La scuola contadina dell'Agro romano, presentata da Cambellotti, aveva come obiettivo principale:;6. Cosa rappresenta la bambola di pelle scura conservata al museo ;7. Giuseppe Lombardo Radice collaborò strettamente con:;8. A cosa serve il modellino della fornace esposto al museo ;9. L'avatar di Pinocchio ha presentato la letteratura per l'infanzia come strumento per:
VR;19/10/2025 14:32;39;M;Diploma superiore;8;6;10;6;6;8;7;7;Visite notturne simulate e accesso a documenti d'archivio, e anche risolvere il senso di nausea;Interazioni con gli avatar;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Duilio Cambellotti nelle decorazioni;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;29/06/2025 14:32;59;M;Diploma superiore;6;1;1;8;9;9;7;10;Chat con esperti e accesso a documentari, e anche diminuire il malessere;Altro;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Una bambola tradizionale italiana;Angelo Celli nella lotta alla malaria;A conservare oggetti antichi;Sviluppo delle abilità matematiche
VR;26/09/2025 14:33;32;F;Laurea triennale;8;9;4;8;7;7;5;7;Integrazione con la realtà fisica e domande aperte guidate, e anche diminuire il malessere;Interazioni con gli avatar;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;02/07/2025 14:34;62;M;Laurea magistrale;2;3;2;8;8;10;2;8;Accesso a documentari, e anche risolvere il senso di nausea;Ricostruzione ambienti;9;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un giocattolo moderno per promuovere l'inclusività;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;10/09/2025 14:34;51;F;Diploma superiore;1;8;4;7;7;3;10;7;Chat con esperti e accesso a documentari, e anche risolvere il senso di nausea;Ricostruzione ambienti;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Duilio Cambellotti nelle decorazioni;A riscaldare realmente le aule del museo;Apprendimento della grammatica
VR;19/07/2025 14:35;54;M;Diploma superiore;9;8;2;10;7;9;8;6;diminuire il malessere;Interazioni con gli avatar;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Angelo Celli nella lotta alla malaria;A decorare la sala espositiva;Semplice intrattenimento
VR;04/08/2025 14:35;69;F;Diploma superiore;10;8;3;9;7;8;8;10;Modalità accessibile e riconoscimento facciale per emozioni, e anche diminuire il malessere;Ricostruzione ambienti;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento ludico per le famiglie benestanti;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Promuovere l'arte nelle campagne;Un oggetto di artigianato africano importato per il commercio;Angelo Celli nella lotta alla malaria;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;14/11/2025 14:36;28;F;Diploma superiore;8;9;2;7;7;10;8;7;Modalità accessibile e riconoscimento facciale per emozioni, e anche diminuire il malessere;Elementi interattivi;9;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un giocattolo moderno per promuovere l'inclusività;Giovanni Gentile nella riforma scolastica;A decorare la sala espositiva;Sviluppo delle abilità matematiche
VR;05/08/2025 14:36;63;F;Diploma superiore;8;6;1;10;8;10;10;7;Esperienza per bambini e visione storica evolutiva, e anche fare qualcosa per risolvere la nausea;Interazioni con gli avatar;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;01/11/2025 14:37;21;M;Diploma superiore;10;7;4;10;9;4;10;10;Ho apprezzato la calma dell'ambiente virtuale., e anche fare qualcosa per risolvere la nausea;Elementi interattivi;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Duilio Cambellotti nelle decorazioni;A decorare la sala espositiva;Sviluppo delle abilità matematiche
VR;31/07/2025 14:38;66;M;Diploma superiore;10;8;3;9;10;9;10;9;Modalità esperto e guide virtuali parlanti, e anche diminuire il malessere;Interazioni con gli avatar;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;16/10/2025 14:38;39;F;Laurea magistrale;2;5;4;9;9;10;7;8;risolvere il senso di nausea;Elementi interattivi;9;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Semplice intrattenimento
VR;01/10/2025 14:39;44;M;Laurea triennale;10;9;9;9;8;8;10;9;Scenari animati e modalità fotografica, e anche fare qualcosa per risolvere la nausea;Interazioni con gli avatar;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;11/08/2025 14:39;56;M;Laurea magistrale;9;4;7;8;10;8;7;10;Interazione con strumenti antichi e sincronizzazione con l'app mobile, e anche fare qualcosa per risolvere la nausea;Ricostruzione ambienti;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;07/10/2025 14:40;53;M;Diploma superiore;5;3;2;6;8;7;7;8;Integrazione con la realtà fisica e esperienze tematiche, e anche diminuire il malessere;Altro;7;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Sviluppo delle abilità matematiche
VR;31/10/2025 14:40;45;F;Laurea triennale;10;6;3;8;9;7;9;9;Ho sentito un forte coinvolgimento emotivo., e anche diminuire il malessere;Interazioni con gli avatar;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Creare teatri rurali;Un oggetto di artigianato africano importato per il commercio;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;24/07/2025 14:41;25;M;Laurea triennale;9;9;1;8;6;8;5;7;Ho apprezzato la calma dell'ambiente virtuale., e anche risolvere il malore;Ricostruzione ambienti;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;13/11/2025 14:42;56;M;Laurea magistrale;8;7;3;9;7;9;7;8;Visione a raggi X degli oggetti e esperienza per bambini, e anche fare qualcosa per risolvere la nausea;Interazioni con gli avatar;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento ludico per le famiglie benestanti;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Una bambola tradizionale italiana;Maria Montessori nel metodo educativo;A riscaldare realmente le aule del museo;Sviluppo delle abilità matematiche
VR;04/07/2025 14:42;68;M;Diploma superiore;5;8;4;8;9;1;6;7;Gamification educativa e tecnologia vocale, e anche fare qualcosa per risolvere la nausea;Elementi interattivi;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era riservato unicamente al maestro;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Sviluppo delle abilità matematiche
VR;18/08/2025 14:43;49;M;Laurea magistrale;2;7;1;10;10;10;8;10;Ho provato un senso di meraviglia nell'ambiente VR., e anche risolvere il malore;Interazioni con gli avatar;9;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Una bambola tradizionale italiana;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Semplice intrattenimento
VR;20/10/2025 14:43;65;M;Laurea magistrale;4;7;1;10;10;4;7;6;Esperienze in prima persona e accesso offline, e anche fare qualcosa per risolvere la nausea;Altro;9;Un politico dell'epoca fascista;Era uno strumento ludico per le famiglie benestanti;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;12/09/2025 14:44;66;F;Diploma superiore;9;9;4;9;8;1;6;8;Possibilità di fare domande e simulazioni storiche in tempo reale, e anche diminuire il malessere;Elementi interattivi;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A conservare oggetti antichi;Sviluppo delle abilità matematiche
VR;15/07/2025 14:45;39;M;Laurea triennale;9;8;3;6;7;8;3;10;Esperienze multisensoriali e visite notturne simulate, e anche diminuire il malessere;Altro;8;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Promuovere l'arte nelle campagne;Una bambola tradizionale italiana;Giovanni Gentile nella riforma scolastica;A decorare la sala espositiva;Formazione morale e sociale dei bambini
VR;05/07/2025 14:45;46;M;Laurea triennale;10;6;4;7;6;9;6;9;Visite notturne simulate e accesso a documenti d'archivio, e anche risolvere il malore;Elementi interattivi;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Apprendimento della grammatica
VR;18/08/2025 14:46;49;M;Diploma superiore;8;7;3;10;8;9;9;4;Incontri con avatar storici e visione a raggi x degli oggetti, e anche diminuire il malessere;Interazioni con gli avatar;9;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Duilio Cambellotti nelle decorazioni;A conservare oggetti antichi;Formazione morale e sociale dei bambini
